dialog_id,frame_id,turn,context,speaker,DA
12,1,5,I have the Obsidian Gem Inn in Vancouver which is a 4-star hotel at $1934.64 or the Hotel Richard in Toronto which is a 3-star hotel at $2393.00. Both are for a 14 day stay.,wizard,"offer, offer, offer"
12,6,6,"Toronto seems like a better place this time of year, when would the flights be?",user,"request, switch_frame"
12,6,7,I have a direct flight to Toronto departing on August 15th and returning on August 28th.  Would you like me to book that for you?,wizard,"offer, suggest"
12,1,8,would by chance have one leaving on the 19th,user,inform
12,1,9,I have a flight available departing on August 24th and returning on September 6th,wizard,offer
12,8,10,let’s go ahead and book this,user,"inform, switch_frame"
12,8,11,Perfect. Thank you.,wizard,thankyou
12,8,12,thank you,user,thankyou
13,1,0,"Hi, I have a big family and we can't afford a big vacation, we want to go to Atlantis from Mos Eisley for $3600 at most.",user,"inform, inform"
13,1,1,Do you have a preferred set of dates for this trip?,wizard,request
13,1,2,Nope,user,inform
13,1,3,And how many adults and how many children are you bringing with you to Atlantis?,wizard,"request, inform"
13,1,4,12 adults and one child.,user,inform
13,1,5,"I'm sorry, but we do not currently have any travel packages available for this destination.  Do you have any other destinations that you might like to travel to?",wizard,"sorry, no_result, suggest"
13,1,6,"No, we are visiting family in Atlantis. Can you check once more please?",user,"negate, inform"
13,1,7,"I'm sorry, but I do not currently have any travel packages available for this location.  Are you quite sure that I cannot interest you in another travel destination?",wizard,"sorry, no_result, suggest"
13,1,8,"Yes, I'm quite sure. Thank you for your help.",user,thankyou
14,1,0,"Hi, I'm leaving from Diagon Alley and going to Coruscant on a budget of $3400. The dates don't matter, but I cannot afford anything over my budget.",user,"inform, inform"
14,1,1,And how many children and adults will you be bringing with you?,wizard,request
14,1,2,Just myself.,user,inform
14,1,3,"I'm sorry, but this travel destination is not available.",wizard,"sorry, no_result"
14,2,4,What about Neverland on the same budget?,user,inform
14,2,5,"Neverland is unavailable.  Vancouver would be available, however.  Would you like to select another location?",wizard,"no_result, suggest, suggest"
14,4,6,No I cannot do another location. What if I increased my budget by $400?,user,"negate, inform"
14,4,7,"I am sorry, but we do not have any trips available to the Neverland travel destination.",wizard,"sorry, no_result"
14,5,8,nor Coruscant?,user,inform
14,5,9,Coruscant is not available either.,wizard,no_result
14,5,10,Ok thanks.,user,thankyou
15,1,0,"Hi there, im from Vitoria and I want to go on vacation",user,"inform, inform"
15,1,1,where would you like to go?,wizard,request
15,1,2,I would like to go to Santo domingo,user,inform
15,1,3,would a 7 day trip work for you?,wizard,suggest
15,2,4,"yes that sounds fine, looking to leave on the 19th",user,"switch_frame, inform"
15,2,5,"great, I have a flight departing on the 19th and returning on the 25th of August",wizard,offer
15,3,6,what is the hotel like?,user,"moreinfo, switch_frame"
15,3,7,"It is called the Rose Sierra Hotel and it is a 3-star hotel that includes free breakfast, wifi and parking. The total cost would be  $2170.90.",wizard,inform
15,3,8,what type of flight is that going to be?,user,request
15,3,9,It is an economy class flight,wizard,inform
15,3,10,let’s book it please,user,inform
15,3,11,Perfect. Have a great trip.,wizard,inform
15,3,12,Thank you,user,thankyou
16,1,0,"Hi, me and my family want to take a trip to Kakariko Village.",user,"inform, inform"
16,1,1,How many adults and how many children will you be bringing with you?   Do you have a preferred departure location?  What would be your maximum budget?,wizard,request
16,1,2,We are four adults and 11 children departing from Godric's Hollow. $3500 is the most we are willing to spend.,user,inform
16,1,3,I do not have any packages available from that departure location for that budget.  Would you like to adjust the budget?,wizard,"no_result, suggest"
16,2,4,I would not be able to spend more than $4500,user,inform
16,2,5,Would you like to suggest another departure location?  And what travel destination would you like to travel to?,wizard,"suggest, request"
16,3,6,We'll catch a flight from Toronto then. We're headed for Kakariko Village.,user,inform
16,3,7,There are no travel packages available to Kakariko Village.,wizard,no_result
16,4,8,"Ok, do you have any travel packages to Kingston, Canada for 11 kids and 4 adults, $3500 or less, departing from Toronto?",user,inform
16,4,9,"Yes, I have a package available leaving Toronto at 10:00 a.m. on August 24th and returning to Toronto at 4:00 a.m on August 30th.  This package offers free breakfast, free wifi, and free parking.  The cost of this package is 3465.91 USD.  Would you like to book this package?",wizard,"offer, suggest"
16,5,10,Do you have any information on what activities are included in the package?,user,switch_frame
16,5,11,I can't help you with that.,wizard,canthelp
16,5,12,Is this a direct flight to Kingston or do we have to make a transfer? Are the tickets business class?,user,"inform, request"
16,5,13,"The tickets are Economy.  I'm sorry, we do not have any tickets available to Business Class for this flight.  Would you like to book this package?",wizard,"sorry, inform, negate, suggest"
16,5,14,"Yes, I'll take it. Thank you",user,"inform, thankyou"
17,1,0,"Hi, I'm looking for a trip  from Thursday, August 18, 2016 to Thursday, September 8, 2016 to Mexico City",user,"inform, inform"
17,1,1,I can look into your options for you. Where would you like to depart from?,wizard,request
17,1,2,Kingston,user,inform
17,1,3,"I can book 5 days in Mexico City leaving from Kingston, Canada for 1226.20USD. Or, if you're interested 12 days in Columbus for 1865.3USD.",wizard,"offer, offer"
17,1,4,How many stars do the hotels have and what's included with the hotel?,user,request_compare
17,1,5,"The Mexico City hotel is 3.0 stars with free breakfast and free wifi, while the Columbus hotel is 2.5 stars with free parking and free wifi.",wizard,"inform, inform"
17,4,6,"I prefer 3 stars and above. I'm flexible with my budget, is there anything else in Columbo?",user,"inform, request_alts"
17,4,7,I can get you 12 days at a 3.5 start hotel in Columbus for 1942.52USD.,wizard,offer
17,6,8,That's looking good. I want to see a few more options before I choose one. There's nothing available in Porto?,user,inform
17,6,9,You can spend 13 days in Porto at a 3.0 star hotel for 2112.86USD. ,wizard,offer
17,7,10,Porto would be great. Can you tell me more about the hotel.,user,"switch_frame, moreinfo"
17,7,11,"The hotel is Deluxe Hotel  and has free breakfast and wifi. You can also stay at Amistad for 13 days, this hotel has a 3.5 rating as well with free breakfast and wifi.",wizard,"inform, suggest"
17,8,12,Excellent. I'll stay at the Amistad for 13 days. Thanks for your help.,user,"switch_frame, inform"
18,1,0,Hi im from Caprica looking to book a vacation to Hyrule,user,"inform, inform"
18,1,1,"Hello, I am sorry but we do not have anything available for those destinations  Are you interested in other destinations?",wizard,"sorry, no_result, suggest"
18,2,2,"Ya for sure, not sure where, lets see what would fit my plans between the 13th of august and the 16th",user,inform
18,2,3,would you be interested in going to Vancouver or Toronto?,wizard,"offer, offer"
18,5,4,How about if i leave fro Birmingham?,user,inform
18,5,5,"I am sorry, it's a busy time of year and all I have available at the moment is Vancouver or Toronto.",wizard,"sorry, inform, inform"
18,3,6,sure lets try Vancouver then,user,switch_frame
18,3,7,Do you have a date in mind?,wizard,request
18,3,8,I want to leave on the 13th of august and be back on the 16th,user,inform
18,3,9,Do you have a date in mind?,wizard,request
18,3,10,I want to leave on the 13th,user,inform
18,3,11,I have nothing available on the 13th. I do have something available from the 17th to the 25th of August.,wizard,"no_result, suggest"
18,3,12,you know none of these are meeting my requests. i will just go with another service. Thank you.,user,"goodbye, thankyou"
19,1,0,"Hey man, imma leave from Godric's Hollow on August 27, 2016 and go to Goiania. Can't pay more than 4300USD. Watcha got?",user,"inform, inform, greeting"
19,1,1,"Hello, how many people will be travelling to Goiania?",wizard,"request, inform, greeting"
19,1,2,Just me,user,inform
19,1,3,I cannot find any trips to Goiania leaving from Godric's Hollow. Is there another nearby city you could depart from?,wizard,"no_result, suggest"
19,2,4,yeah how about Montreal?,user,inform
19,2,5,I can book you 11 days in Goiania for 3374.42USD. Are you interested?,wizard,offer
19,3,6,that's leaving on August 27th?,user,"switch_frame, confirm"
19,3,7,"You will leave Montreal on Tuesday, August 16th 2016.",wizard,inform
19,3,8,nothing closer to the 27th?,user,"inform, request_alts"
19,3,9,I can book 11 days at the same hotel for 3549.83USD leaving on August 25.,wizard,suggest
19,4,10,ya that's awesome. I'll book it. thanks man.,user,"inform, switch_frame"
19,4,11,"Ok, I will book that trip. Enjoy.",wizard,inform
20,1,0,HI im from Alexandria looking to book a 12 day vacation,user,"inform, inform"
20,1,1,"I only have flights available to Vancouver, Canada at the moment. Would that be satisfactory?",wizard,suggest
20,1,2,no sorry that wouldn’t. I will look elsewhere thank you!,user,"negate, thankyou"
21,1,0,Hi im from termina can we find a vacation that starts on the 13th?,user,"inform, inform, greeting"
21,1,1,"The earliest available flight I have leaves on September 20th, leaving from Dallas with Vancouver, Canada as a destination.",wizard,suggest
21,3,2,How about if i leave from Vancouver where would i be able to go?,user,"inform, request"
21,3,3,Either Calgary or Toronto.,wizard,"suggest, suggest"
21,6,4,and if i were to leave from columbus?,user,inform
21,6,5,"From Columbus, I have  flights available to Toronto or Vancouver.",wizard,"inform, suggest, suggest"
21,7,6,what do we have for Toronto?,user,switch_frame
21,7,7,"From Toronto I have packages available to Calgary or Vancouver. I am only showing the cheapest packages. Perhaps if you give me your budget, I can find other more exciting destinations.",wizard,"inform, suggest, suggest, request"
21,11,8,"i have a budget of $3000, and let’s say that i leave from Mexico City",user,inform
21,11,9,"I apologize, but leaving from Mexico City, the only available destinations are Toronto or Vancouver. Perhaps if we change your dates?",wizard,"inform, suggest, suggest, suggest, sorry"
21,11,10,no that is all thank you i will try another service. Thank you,user,"negate, thankyou"
22,1,0,"Hi. I'm looking for an adventure from Thursday, August 18 to Saturday, September 3. I'm thinking of going to Fortaleza. Yes, with free breakfast of course. I'm leaving from Essen.",user,inform
22,1,1,"I can book 8 days in Fortaleza for 2026.51USD, 9 days in Ciudad Juarez for 3393.97USD, 9 days in Burlington for 2119.26USD, or 9 days in Buenos Aires for 2085.15USD. All of these options have free breakfast.",wizard,"offer, suggest, suggest, suggest, inform"
22,2,2,Can you tell me more about the Fortaleza package?,user,"moreinfo, switch_frame"
22,2,3,I can book 8 days in Fortaleza for 2026.51USD.,wizard,inform
22,2,4,How many stars is the hotel?,user,request
22,2,5,The hotel in Fortaleza is 3.0 stars with a user rating of 7.15 stars.,wizard,inform
22,2,6,Is there free wifi?,user,request
22,2,7,There is free wifi and free parking in addition to free breakfast.,wizard,inform
22,2,8,"I like the Fortaleza package. How about the Ciudad Juarez and Burlington packages, is there free wifi and parking in addition to breakfast?",user,request_compare
22,2,9,"The hotel in Ciudad Juarez has free parking and wifi, but the hotel in Burlington does not offer free parking. It does, however, have free wifi.",wizard,"inform, inform"
22,2,10,I'll book the Fortaleza package please.,user,"inform, inform"
22,2,11,"You will leave Essen at 10:00 am - Wednesday, August 17th 2016. Thank you for using this service.",wizard,"inform, thankyou"
22,2,12,Perfect. Thank you for your help,user,thankyou
23,1,0,"Hi, my name is Harry Potter and I'd like to go to Hogsmeade leaving from Kakariko Village on Saturday, August 13th for 3 nights with 11 friends.",user,"inform, inform"
23,1,1,"I can book 6 days at Obsidian Gem Inn in Vancouver, Canada for 10540.39USD. Would you like to leave from Dallas, USA?",wizard,"suggest, suggest"
23,1,2,What? No. I'm looking for a trip to Hogsmeade with 11 of my friends.,user,inform
23,1,3,"I can offer you a trip for 12 adults is 6 days at Obsidian Gem Inn in Vancouver, Canada for 10540.39USD. Shall I go ahead and book this?",wizard,"suggest, suggest"
23,1,4,I'll have to talk about it with my friends and get back to you. Thank you for your help.,user,thankyou
23,1,5,Goodbye,wizard,goodbye
24,1,0,Hi looking to go on vacation on the 13th of august,user,"inform, inform, greeting"
24,1,1,"Our best deal right now is to Vancouver, Canada.",wizard,suggest
24,1,2,How about Naples,user,inform
24,1,3,and which city will you be departing from?,wizard,request
24,1,4,Vancouver,user,inform
24,1,5,"Perfect, any idea how long you would like to spend in Naples and when you would like to depart?",wizard,"request, inform"
24,1,6,im planning on a three day get away from the 13th to the 16th of August,user,inform
24,1,7,I have an availability on August 19th and it is for a 6 day stay. Are you okay with that?,wizard,"suggest, suggest"
24,3,8,ya that sounds interesting can you tell me more about this package?,user,"switch_frame, moreinfo"
24,3,9,"You would be staying at the Courtyard Resort which is a 3-star hotel, breakfast and wifi included. The flight is a direct flight from Vancouver to Naples on economy class. The total cost is $2349.83USD.",wizard,inform
24,3,10,are there any other Hotels?,user,request_alts
24,3,11,"There is also the Tower Hotel which is a 4-star hotel, but that one is only available from August 24th to August 28th.",wizard,suggest
24,4,12,How much would that be?,user,"switch_frame, request"
24,4,13,$2016.37USD,wizard,inform
24,4,14,and is that flight in Business class?,user,request
24,4,15,No it would be in economy class,wizard,inform
24,5,16,can we upgrade it?,user,"inform, confirm"
24,5,17,Absolutely.  The new price  would work out to $2568.35USD. Would you like me to book that for you?,wizard,"affirm, suggest, suggest"
24,6,18,yes please that sounds perfect! Thank You!,user,"switch_frame, affirm, thankyou"
25,1,0,Hi. I live in Busan and I'd like to go to Las Vegas from Wednesday August 17 to Monday September 5. What's available?,user,inform
25,1,1,"I can get you 7 days in Vancouver, Canada for 2742.44USD. Does this interest you?",wizard,suggest
25,1,2,"Perhaps another time, I'm really just looking for Las Vegas.",user,inform
25,1,3,Do you have a budget in mind?,wizard,request
25,1,4,Around 3000USD,user,inform
25,1,5,"You can book 10 days in Cairo for 2532.89USD. I cannot find anything in Las Vegas, within your budget.",wizard,"suggest, no_result"
25,4,6,How much is a package to Punta Cana?,user,"inform, request"
25,4,7,I can book 12 days in Punta Cana for 3506.84USD.,wizard,offer
25,4,8,"I'd like to compare the Cairo and Punta Cana packages. What are the hotels, how many stars, free wifi, free breakfast?",user,request_compare
25,4,9,"In Cairo you would be staying at Mellow Horizon Inn & Suites. It has a 3.0 star rating with free wifi, breakfast, and parking. In Punta Cana you would be staying at Atlantis Gorge. It has a 2.5 star rating with free wifi and breakfast.",wizard,"inform, inform"
25,3,10,I'd like to book the Cairo package. Thank you!,user,"switch_frame, inform"
25,3,11,"Ok, I will book this package. Enjoy your trip.",wizard,inform
26,1,0,"Hello, I want to leave from Seoul on August 27 and return on September 9. You can go to Manaus.",user,"inform, inform"
26,1,1,Do you have a maximum budget for this travel package?,wizard,request
26,1,2,"No budget, I show me an array of packages with varying prices",user,inform
